opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value
8638OV6W,Corliss Cosme,MG Special,Zathunicon,Lost,18-02-17,26-05-17,0
TTJXSO57,Darcel Schlecht,GTX Pro,Hottechi,Lost,18-02-17,20-05-17,0
K4VP5HK4,Donn Cantrell,MG Advanced,Betasoloin,Won,18-02-17,05-08-17,3602
10R46CSK,Lajuana Vencill,MG Advanced,Betatech,Won,18-02-17,05-07-17,2904
VBA34LWX,Markita Hansen,GTX Basic,Sonron,Won,18-02-17,31-05-17,571
DLJN7WG0,Marty Freudenburg,MG Special,Genco Pura Olive Oil Company,Lost,18-02-17,30-05-17,0
FJCCTOPN,Reed Clapper,GTX Basic,Zathunicon,Won,18-02-17,18-06-17,492
LR6USOHL,Reed Clapper,GTX Pro,Zathunicon,Won,18-02-17,27-05-17,4545
5VAV2TUY,Versie Hillebrand,GTX Plus Pro,Cancity,Won,18-02-17,25-03-17,5614
HTD2ME9C,Anna Snelling,GTX Plus Pro,Betatech,Won,19-02-17,06-12-17,5370
GHUCMUPL,Boris Faz,GTX Basic,Zencorporation,Won,19-02-17,05-02-17,550
1LKY3B4X,Cassey Cress,GTX Plus Basic,Yearin,Won,19-02-17,03-02-17,1011
7Y5E0RDL,Corliss Cosme,MG Special,Sumace,Won,19-02-17,18-06-17,56
BEQIZZ7W,Darcel Schlecht,GTX Plus Basic,Codehow,Won,19-02-17,03-04-17,1217
44F8ZE41,Donn Cantrell,GTX Basic,Bubba Gump,Lost,19-02-17,19-05-17,0
YJIH415V,Donn Cantrell,MG Advanced,Kan-code,Won,19-02-17,05-10-17,3222
K3DQJ796,Garret Kinder,GTX Basic,Bioplex,Lost,19-02-17,14-05-17,0
6QF3D2RI,Garret Kinder,GTX Basic,Massive Dynamic,Lost,19-02-17,05-05-17,0
G9565UWZ,Garret Kinder,MG Advanced,Opentech,Won,19-02-17,03-01-17,3348
RFKIN7FG,Jonathan Berthelot,GTX Basic,Conecom,Lost,19-02-17,25-05-17,0
2BWZLXZ8,Kami Bicknell,GTX Pro,Newex,Won,19-02-17,03-05-17,4216
2QHRL8CW,Moses Frase,GTX Basic,Stanredtax,Won,19-02-17,28-05-17,404
RFYAI0WA,Rosie Papadopoulos,GTX Plus Pro,Initech,Lost,19-02-17,06-08-17,0
WH0DJCGL,Rosie Papadopoulos,MG Special,Zathunicon,Lost,19-02-17,14-06-17,0
LCW83256,Rosie Papadopoulos,GTX Pro,Sumace,Won,19-02-17,03-04-17,5260
IHFM8QXN,Vicki Laflamme,GTX Plus Basic,Kan-code,Lost,19-02-17,03-07-17,0
QCY951QA,Violet Mclelland,MG Special,Donquadtech,Won,19-02-17,05-06-17,51
09BVA55J,Zane Levy,GTX Basic,Scotfind,Won,19-02-17,25-06-17,598
2R9HXKXT,Boris Faz,GTX Plus Basic,Konex,Lost,20-02-17,25-05-17,0
JLK8KCNN,Boris Faz,MG Special,Zathunicon,Won,20-02-17,24-05-17,42
SZQUBIMH,Cassey Cress,GTX Pro,Vehement Capital Partners,Won,20-02-17,06-07-17,4689
8ZYVKQ27,Cecily Lampkin,GTX Plus Pro,Statholdings,Won,20-02-17,26-06-17,5154
25A51PWG,Darcel Schlecht,GTX Pro,Gogozoom,Lost,20-02-17,16-05-17,0
4B4XCPHT,Donn Cantrell,GTX Pro,Zencorporation,Won,20-02-17,05-05-17,5010
5JFOA4XC,Gladys Colclough,MG Advanced,Finhigh,Won,20-02-17,14-06-17,3215
N5FOEJZ9,Kami Bicknell,GTX Basic,Nam-zim,Lost,20-02-17,06-03-17,0
QTNPGKJ7,Kary Hendrixson,GTX Pro,Hatfan,Won,20-02-17,26-06-17,3169
EBRWSMI0,Markita Hansen,GTX Plus Basic,Scotfind,Lost,20-02-17,27-06-17,0
4PKHDQOQ,Marty Freudenburg,GTX Plus Pro,Funholding,Won,20-02-17,06-03-17,5015
3Y9SB2QK,Maureen Marcano,GTX Basic,Dalttechnology,Won,20-02-17,03-01-17,571
5MZ0O77T,Reed Clapper,GTX Pro,Bubba Gump,Won,20-02-17,16-05-17,4839
2EILEDKF,Reed Clapper,MG Advanced,Massive Dynamic,Won,20-02-17,03-05-17,3315
J4NX9TK5,Versie Hillebrand,MG Special,Warephase,Won,20-02-17,24-05-17,60
5ITSLO0E,Anna Snelling,GTX Plus Basic,Treequote,Won,21-02-17,03-04-17,999
QGW0TI1U,Darcel Schlecht,GTX Basic,Statholdings,Lost,21-02-17,06-11-17,0
WJC5J533,Lajuana Vencill,GTX Plus Pro,Finhigh,Won,21-02-17,06-04-17,5401
XGLMCTLG,Moses Frase,GTX Basic,Rundofase,Won,21-02-17,18-06-17,551
X6RLT30X,Reed Clapper,GTX Plus Pro,Mathtouch,Lost,21-02-17,23-05-17,0
IVT0S1N1,Vicki Laflamme,GTX Basic,Faxquote,Won,21-02-17,20-03-17,600
JEPGSQC9,Violet Mclelland,GTX Plus Pro,Bioplex,Lost,21-02-17,05-05-17,0
EEDHCEVZ,Boris Faz,MG Special,The New York Inquirer,Lost,22-02-17,22-05-17,0
NHDTSMX2,Cassey Cress,GTX Pro,Sumace,Won,22-02-17,03-02-17,4711
E36CR33F,Corliss Cosme,MG Advanced,Vehement Capital Partners,Lost,22-02-17,06-08-17,0
PNL17RE9,Corliss Cosme,GTX Pro,Zencorporation,Won,22-02-17,28-06-17,5133
VMEVOJVL,Daniell Hammack,GTX Plus Pro,Sumace,Lost,22-02-17,17-05-17,0
5EKN0BFN,Daniell Hammack,GTX Plus Pro,Zathunicon,Won,22-02-17,15-05-17,4848
R4LH95QS,Daniell Hammack,GTX Pro,Mathtouch,Won,22-02-17,03-03-17,4475
52CROFH2,Darcel Schlecht,GTX Basic,Betatech,Lost,22-02-17,03-05-17,0
REDGEUCP,Darcel Schlecht,GTX Pro,Genco Pura Olive Oil Company,Won,22-02-17,03-10-17,3763
6KT5HAR6,Darcel Schlecht,GTX Pro,Ron-tech,Won,22-02-17,03-05-17,5006
48AJ0X9E,Gladys Colclough,GTX Pro,Toughzap,Won,22-02-17,15-06-17,4498
RA1UBXY9,Gladys Colclough,GTX Pro,Warephase,Won,22-02-17,24-03-17,4375
WGI2GSKJ,Hayden Neloms,GTX Plus Basic,J-Texon,Lost,22-02-17,27-05-17,0
W4BNO6UL,Hayden Neloms,MG Advanced,Fasehatice,Won,22-02-17,06-04-17,3763
S50A0C2S,Kami Bicknell,GTX Pro,J-Texon,Lost,22-02-17,14-03-17,0
3H80RIHV,Kami Bicknell,GTX Plus Pro,Sonron,Won,22-02-17,05-10-17,5491
KATNS4R4,Lajuana Vencill,GTX Basic,Bioholding,Lost,22-02-17,22-05-17,0
L5U7OT6O,Markita Hansen,GTX Plus Pro,Y-corporation,Won,22-02-17,17-06-17,5503
QKVUGRN9,Moses Frase,GTX Plus Basic,Rangreen,Lost,22-02-17,30-05-17,0
FNY6F0KF,Moses Frase,MG Special,Statholdings,Won,22-02-17,15-05-17,58
1W23LEWK,Niesha Huffines,GTX Plus Basic,Genco Pura Olive Oil Company,Won,22-02-17,27-05-17,1051
JHJEQ1U3,Niesha Huffines,GTX Plus Pro,Conecom,Won,22-02-17,03-07-17,5604
CPJAA632,Reed Clapper,MG Advanced,Xx-zobam,Won,22-02-17,15-05-17,3273
GVC0RLQE,Vicki Laflamme,GTX Plus Basic,Scotfind,Lost,22-02-17,05-11-17,0
9OLYBVNE,Zane Levy,GTX Plus Basic,Scotfind,Won,22-02-17,06-02-17,1220
R8N49PHN,Zane Levy,GTX Plus Pro,Singletechno,Won,22-02-17,03-02-17,5497
P5EVJUKQ,Anna Snelling,GTX Plus Basic,Conecom,Won,23-02-17,06-10-17,1056
XF4648CO,Boris Faz,GTX Basic,Kan-code,Lost,23-02-17,16-06-17,0
24UTFDPK,Cassey Cress,GTX Basic,Massive Dynamic,Won,23-02-17,03-12-17,572
ERYLM04D,Cecily Lampkin,MG Advanced,Funholding,Won,23-02-17,23-05-17,3668
IQ9W1X36,Corliss Cosme,MG Special,Kinnamplus,Won,23-02-17,03-02-17,50
GSR9PIF0,Daniell Hammack,MG Advanced,Silis,Won,23-02-17,22-05-17,3509
8477482V,Darcel Schlecht,GTX Pro,Gogozoom,Won,23-02-17,28-06-17,5643
VFZOL6CB,Elease Gluck,MG Special,Dalttechnology,Won,23-02-17,03-10-17,47
75ZOJ3O7,Hayden Neloms,MG Advanced,Finjob,Won,23-02-17,03-08-17,3312
1QQR82TP,James Ascencio,GTX Plus Pro,Goodsilron,Lost,23-02-17,23-06-17,0
DR6MQSWL,Kami Bicknell,GTX Basic,Labdrill,Won,23-02-17,03-11-17,480
KAV5TU8X,Kami Bicknell,MG Advanced,Nam-zim,Won,23-02-17,05-06-17,3208
UQ86UOWY,Kary Hendrixson,GTX Basic,Y-corporation,Lost,23-02-17,05-04-17,0
A82DG6R5,Kary Hendrixson,GTX Plus Pro,Kan-code,Won,23-02-17,05-04-17,5782
37FKT2ZP,Lajuana Vencill,GTX Plus Pro,Rangreen,Won,23-02-17,23-05-17,5827
MVXB9PS5,Maureen Marcano,GTX Basic,Newex,Lost,23-02-17,17-06-17,0
M2TZSYTN,Moses Frase,GTX Basic,Bioholding,Won,23-02-17,16-06-17,516
KGJL5GHX,Moses Frase,GTX Plus Basic,Condax,Won,23-02-17,06-06-17,956
IF7DSONM,Moses Frase,MG Special,Stanredtax,Won,23-02-17,15-03-17,52
RR4FWSVB,Moses Frase,MG Advanced,Toughzap,Won,23-02-17,05-11-17,3025
C5IWM5VJ,Reed Clapper,GTX Pro,The New York Inquirer,Won,23-02-17,06-10-17,5618
9WZ3I1TF,Rosie Papadopoulos,GTX Pro,Umbrella Corporation,Won,23-02-17,05-09-17,4867
IO4GTLAB,Zane Levy,GTX Plus Basic,Kan-code,Won,23-02-17,14-03-17,929
06T2UPDG,Cecily Lampkin,MG Special,dambase,Lost,24-02-17,06-05-17,0
9L6ADU5C,Corliss Cosme,MG Advanced,Xx-zobam,Lost,24-02-17,05-11-17,0
U185INDA,Darcel Schlecht,GTX Pro,Toughzap,Won,24-02-17,05-05-17,5010
2AGLONC4,Donn Cantrell,GTX Pro,Bluth Company,Won,24-02-17,15-05-17,5621
TBDUMBLA,Donn Cantrell,MG Advanced,Iselectrics,Won,24-02-17,05-02-17,3233
0AXGVKN8,Garret Kinder,MG Special,Acme Corporation,Won,24-02-17,28-05-17,55
TAPNNL1W,Garret Kinder,MG Advanced,Bioplex,Won,24-02-17,03-07-17,3278
R9ZAKBFE,Gladys Colclough,GTX Plus Basic,Domzoom,Won,24-02-17,03-10-17,1155
Y40ADYX7,Hayden Neloms,MG Advanced,Goodsilron,Won,24-02-17,03-11-17,3550
R7GVZT8J,Jonathan Berthelot,MG Advanced,Stanredtax,Lost,24-02-17,05-10-17,0
RSEDY99J,Jonathan Berthelot,GTX Plus Basic,Hottechi,Won,24-02-17,16-06-17,1055
D5NZQIWU,Markita Hansen,GTX Plus Basic,Sonron,Lost,24-02-17,20-06-17,0
Z0BGG6IJ,Markita Hansen,GTX Basic,Y-corporation,Won,24-02-17,05-05-17,595
ZCA1IRGD,Moses Frase,MG Advanced,Warephase,Won,24-02-17,05-06-17,3063
NPB8ZLEO,Vicki Laflamme,MG Advanced,Konex,Lost,24-02-17,13-05-17,0
HJIO57TA,Violet Mclelland,MG Advanced,Massive Dynamic,Won,24-02-17,06-06-17,3246
U6N053E1,Anna Snelling,GTX Basic,Scottech,Won,25-02-17,03-02-17,423
MTKCJVFO,Cassey Cress,GTX Basic,Initech,Won,25-02-17,18-06-17,542
KIP060D0,Cassey Cress,GTX Pro,Ontomedia,Won,25-02-17,03-08-17,5040
YOISPUC6,Corliss Cosme,GTX Plus Basic,Kan-code,Lost,25-02-17,21-05-17,0
2MHTTXX0,Darcel Schlecht,GTX Plus Pro,Rangreen,Lost,25-02-17,17-06-17,0
QU4FNKZL,Darcel Schlecht,GTX Pro,Statholdings,Won,25-02-17,05-09-17,5423
GZUKDP7F,Darcel Schlecht,MG Advanced,Cancity,Won,25-02-17,13-06-17,3295
S519S1EK,Donn Cantrell,GTX Basic,Plussunin,Won,25-02-17,06-02-17,568
AL554AUI,Donn Cantrell,GTX Basic,Xx-zobam,Won,25-02-17,26-05-17,640
MCWDHOBT,Elease Gluck,GTX Pro,Plusstrip,Won,25-02-17,19-05-17,4612
GDZV8N5W,Gladys Colclough,GTX Pro,Domzoom,Lost,25-02-17,26-05-17,0
F4FLJ0WW,James Ascencio,GTX Plus Basic,Goodsilron,Lost,25-02-17,26-05-17,0
P3VM7655,Jonathan Berthelot,MG Advanced,Dontechi,Won,25-02-17,05-06-17,3281
5QU60VGE,Kami Bicknell,GTX Basic,Finjob,Lost,25-02-17,03-12-17,0
3CLBPMYZ,Kami Bicknell,GTX Plus Basic,Labdrill,Lost,25-02-17,03-08-17,0
G17JEA75,Kami Bicknell,MG Special,Rantouch,Won,25-02-17,03-11-17,59
BGU0JJ9X,Marty Freudenburg,GTX Plus Basic,Scottech,Won,25-02-17,30-06-17,1081
U02OIJGK,Marty Freudenburg,GTX Plus Basic,Zumgoity,Won,25-02-17,05-09-17,962
3N7ZXGMF,Niesha Huffines,GTX Plus Basic,Codehow,Won,25-02-17,03-06-17,1123
0QHI3KG5,Reed Clapper,MG Advanced,Xx-zobam,Won,25-02-17,06-10-17,3075
0WWDVOM3,Rosalina Dieter,MG Special,Condax,Won,25-02-17,05-09-17,50
QPPUCKFM,Rosalina Dieter,MG Special,Dalttechnology,Won,25-02-17,03-06-17,47
VGE4M1C9,Versie Hillebrand,MG Special,Globex Corporation,Lost,25-02-17,03-08-17,0
56XQOTXV,Versie Hillebrand,GTX Plus Pro,Betatech,Won,25-02-17,17-05-17,4494
1JC9DMNJ,Vicki Laflamme,MG Special,Hottechi,Lost,25-02-17,05-06-17,0
AK2LRFXF,Vicki Laflamme,MG Special,Singletechno,Won,25-02-17,03-11-17,61
UCK7JRXG,Vicki Laflamme,MG Advanced,Goodsilron,Won,25-02-17,13-05-17,3418
WM30CUBE,Wilburn Farren,MG Advanced,Konex,Won,25-02-17,06-02-17,3336
8DWOWB6Y,Anna Snelling,GTX Basic,Betatech,Lost,26-02-17,16-03-17,0
BGNB966A,Boris Faz,GTX Plus Pro,Mathtouch,Won,26-02-17,13-03-17,4766
4Q4CLZCH,Corliss Cosme,MG Advanced,Plussunin,Lost,26-02-17,06-10-17,0
YQ24IWRQ,Daniell Hammack,GTX Basic,Ganjaflex,Won,26-02-17,27-05-17,592
Z30RS0CL,Donn Cantrell,GTX Basic,Iselectrics,Lost,26-02-17,06-01-17,0
FRB34F3W,Elease Gluck,MG Special,Green-Plus,Lost,26-02-17,24-05-17,0
CGEHFK9N,Gladys Colclough,GTX Pro,Treequote,Lost,26-02-17,29-05-17,0
4A189ZAB,Gladys Colclough,GTX Pro,Dontechi,Won,26-02-17,06-08-17,5142
0HELH2Q0,James Ascencio,GTX Plus Basic,Cheers,Lost,26-02-17,29-05-17,0
HG5P21RO,Lajuana Vencill,MG Advanced,Gogozoom,Lost,26-02-17,05-08-17,0
MGP9HCUL,Markita Hansen,GTX Plus Basic,Plexzap,Lost,26-02-17,16-06-17,0
XX84TIMO,Maureen Marcano,GTX Plus Basic,Faxquote,Lost,26-02-17,26-06-17,0
2JFS8EGS,Maureen Marcano,MG Special,Nam-zim,Lost,26-02-17,05-03-17,0
GBMHNLRO,Moses Frase,GTX Basic,Dontechi,Won,26-02-17,15-03-17,660
NAVG0P26,Moses Frase,GTX Basic,Rundofase,Won,26-02-17,26-05-17,443
DK955UBP,Niesha Huffines,MG Special,Codehow,Lost,26-02-17,20-05-17,0
0OOZE4GN,Rosie Papadopoulos,GTX Plus Pro,Zotware,Lost,26-02-17,03-03-17,0
3P0T15VX,Rosie Papadopoulos,MG Special,The New York Inquirer,Lost,26-02-17,18-05-17,0
GK0A4IQW,Versie Hillebrand,MG Special,Domzoom,Won,26-02-17,18-06-17,61
UXJSIAVS,Zane Levy,GTX Plus Pro,Y-corporation,Won,26-02-17,14-03-17,4846
KR4K652E,Anna Snelling,GTX Basic,dambase,Won,27-02-17,06-04-17,574
J2SR2H1Y,Cassey Cress,GTX Basic,Ganjaflex,Lost,27-02-17,18-06-17,0
4U5VTUJL,Cassey Cress,GTX Pro,Sumace,Lost,27-02-17,22-05-17,0
VTT447YT,Cecily Lampkin,GTX Basic,Conecom,Won,27-02-17,05-03-17,497
8JJY9B08,Corliss Cosme,GTX Basic,Xx-zobam,Lost,27-02-17,05-04-17,0
STTAXKIU,Corliss Cosme,GTX Plus Pro,Konex,Won,27-02-17,30-05-17,5159
PX4OW5SC,Darcel Schlecht,MG Special,Codehow,Lost,27-02-17,05-02-17,0
87MEZS8G,Darcel Schlecht,GTX Pro,Conecom,Won,27-02-17,13-05-17,4311
SLIWHUIM,Donn Cantrell,GTX Basic,Ganjaflex,Won,27-02-17,22-05-17,609
XBVFZ1IR,Gladys Colclough,GTX Plus Basic,Cancity,Won,27-02-17,24-06-17,1008
7B3J333S,Gladys Colclough,GTX Pro,Zumgoity,Won,27-02-17,22-06-17,4458
3N9I1WH7,Hayden Neloms,MG Advanced,Plexzap,Won,27-02-17,26-05-17,2964
TMW4J6NA,James Ascencio,GTX Plus Pro,Lexiqvolax,Lost,27-02-17,06-04-17,0
ZI1MPYF3,James Ascencio,MG Advanced,Dalttechnology,Won,27-02-17,06-05-17,3813
L6KOBEBZ,Jonathan Berthelot,GTX Basic,Rundofase,Won,27-02-17,27-05-17,528
Z2S4KUPO,Kary Hendrixson,GTX Plus Basic,Rantouch,Won,27-02-17,03-10-17,1173
GIW1PN4L,Kary Hendrixson,GTX Pro,Kan-code,Won,27-02-17,19-06-17,3893
E57F5Z2K,Kary Hendrixson,GTX Pro,Sonron,Won,27-02-17,15-03-17,4678
38KKSE72,Lajuana Vencill,GTX Basic,Bioholding,Won,27-02-17,06-01-17,530
0GJ586J0,Markita Hansen,MG Special,Sunnamplex,Lost,27-02-17,14-03-17,0
4V0S4BA3,Markita Hansen,GTK 500,Goodsilron,Won,27-02-17,27-06-17,29617
1LTD5TKV,Marty Freudenburg,GTX Plus Basic,Isdom,Won,27-02-17,05-09-17,1028
VBM56CIF,Marty Freudenburg,MG Advanced,Domzoom,Won,27-02-17,28-06-17,2863
PDH2NPE1,Moses Frase,MG Advanced,Codehow,Won,27-02-17,28-06-17,4109
OV60VIBB,Niesha Huffines,GTX Basic,Betatech,Lost,27-02-17,05-08-17,0
2OAIXF3A,Reed Clapper,GTX Plus Basic,Kan-code,Won,27-02-17,13-03-17,1106
FBSEA94D,Rosie Papadopoulos,MG Special,Bubba Gump,Won,27-02-17,30-06-17,53
EOB01PRO,Versie Hillebrand,MG Special,Globex Corporation,Won,27-02-17,14-05-17,47
5QC9H4C2,Violet Mclelland,MG Advanced,Kan-code,Won,27-02-17,23-05-17,3749
3HGQ3BOY,Violet Mclelland,MG Advanced,Ontomedia,Won,27-02-17,27-05-17,4204
CO6ZPH1W,Cassey Cress,MG Advanced,Umbrella Corporation,Won,28-02-17,15-06-17,3986
M3WTE943,Daniell Hammack,GTX Pro,Donquadtech,Won,28-02-17,06-05-17,5105
X914SMX7,Darcel Schlecht,GTX Basic,Genco Pura Olive Oil Company,Won,28-02-17,22-06-17,516
1MCE2AOV,Darcel Schlecht,GTX Pro,Rundofase,Won,28-02-17,06-02-17,4407
8061HKKB,Donn Cantrell,MG Advanced,Zathunicon,Won,28-02-17,19-06-17,3087
T1HIH384,Gladys Colclough,GTX Plus Pro,Inity,Won,28-02-17,15-05-17,5331
FM2NX2GB,Hayden Neloms,MG Advanced,Condax,Won,28-02-17,05-05-17,4069
SJ45HNHM,James Ascencio,GTX Basic,Hatfan,Won,28-02-17,29-06-17,463
NYGZJYCJ,James Ascencio,GTX Plus Pro,Faxquote,Won,28-02-17,26-05-17,5625
6MMFIIGE,Lajuana Vencill,GTX Basic,Rundofase,Won,28-02-17,15-06-17,524
IJ817GQJ,Markita Hansen,GTX Basic,Cheers,Lost,28-02-17,05-12-17,0
PCRRS6JP,Moses Frase,MG Special,Genco Pura Olive Oil Company,Lost,28-02-17,28-05-17,0
NKL5SWX3,Reed Clapper,GTX Plus Basic,Zencorporation,Won,28-02-17,06-01-17,1161
WVG1CIHX,Reed Clapper,GTX Plus Pro,Mathtouch,Won,28-02-17,06-03-17,6046
7GRNFO6D,Versie Hillebrand,MG Special,Dontechi,Won,28-02-17,18-05-17,49
G0QKNVIJ,Anna Snelling,MG Special,Conecom,Won,03-01-17,28-05-17,51
6HRIX06M,Anna Snelling,MG Advanced,Hottechi,Won,03-01-17,26-06-17,3415
AM5YTMH3,Boris Faz,GTX Plus Basic,Kan-code,Won,03-01-17,03-10-17,1053
2L5ZWLI7,Cassey Cress,GTX Plus Basic,Betasoloin,Lost,03-01-17,25-05-17,0
6B6Q8C5S,Cassey Cress,GTX Pro,Donquadtech,Won,03-01-17,15-03-17,5068
DF4KYH5H,Cassey Cress,GTX Pro,Massive Dynamic,Won,03-01-17,30-06-17,4256
JTDV6H65,Darcel Schlecht,MG Advanced,Treequote,Lost,03-01-17,05-08-17,0
O8JF46GT,Darcel Schlecht,GTX Basic,Genco Pura Olive Oil Company,Won,03-01-17,03-12-17,657
RK5Y67V6,Darcel Schlecht,MG Special,Stanredtax,Won,03-01-17,03-08-17,60
COWOZH43,Donn Cantrell,GTX Basic,Opentech,Lost,03-01-17,29-05-17,0
DGIYD342,Elease Gluck,GTX Plus Pro,Hottechi,Lost,03-01-17,05-10-17,0
JSSGVBVS,Garret Kinder,GTX Basic,Silis,Lost,03-01-17,05-05-17,0
V28NVD6A,Garret Kinder,GTX Basic,Plussunin,Won,03-01-17,05-01-17,629
I1IAVDQM,Gladys Colclough,MG Advanced,Hottechi,Lost,03-01-17,23-05-17,0
4MC584U5,Gladys Colclough,MG Advanced,Treequote,Won,03-01-17,06-02-17,4082
MCYLHUCZ,Lajuana Vencill,GTX Plus Basic,Rundofase,Won,03-01-17,31-05-17,1044
5E4DTWHV,Marty Freudenburg,MG Advanced,Inity,Lost,03-01-17,06-11-17,0
1VUBYV53,Maureen Marcano,GTX Plus Basic,Rantouch,Won,03-01-17,21-03-17,1025
W03CXYET,Moses Frase,GTX Basic,Streethex,Won,03-01-17,17-06-17,465
LZVFFQLN,Moses Frase,MG Special,Konmatfix,Won,03-01-17,14-06-17,50
MFV0C5RN,Reed Clapper,GTX Plus Pro,Vehement Capital Partners,Won,03-01-17,03-09-17,5548
A1WZEK7U,Reed Clapper,MG Advanced,Kan-code,Won,03-01-17,06-03-17,3558
516FJUNB,Rosalina Dieter,MG Advanced,Singletechno,Won,03-01-17,03-07-17,3959
PE8DK02A,Versie Hillebrand,MG Special,Ron-tech,Won,03-01-17,17-03-17,49
10NTPQUY,Versie Hillebrand,MG Special,Warephase,Won,03-01-17,16-06-17,50
X2EXSMPR,Vicki Laflamme,GTX Basic,Xx-holding,Won,03-01-17,03-08-17,523
JCFQVIEG,Vicki Laflamme,GTX Plus Basic,Zoomit,Won,03-01-17,06-01-17,1086
XIWKGJOW,Vicki Laflamme,GTX Pro,Goodsilron,Won,03-01-17,03-09-17,4445
DHGLWIDZ,Violet Mclelland,GTX Pro,Umbrella Corporation,Won,03-01-17,24-06-17,4756
74VGCEEW,Violet Mclelland,MG Special,Gekko & Co,Won,03-01-17,19-06-17,67
MXTAIS4Q,Wilburn Farren,MG Advanced,Iselectrics,Won,03-01-17,06-09-17,3783
YP8QKKEZ,Zane Levy,GTX Basic,Doncon,Lost,03-01-17,31-05-17,0
3TSOEM5K,Zane Levy,GTX Plus Pro,Rantouch,Lost,03-01-17,27-06-17,0
G7RCJBVL,Anna Snelling,MG Advanced,Dontechi,Lost,03-02-17,31-05-17,0
G20IQSA3,Anna Snelling,GTX Basic,Conecom,Won,03-02-17,03-12-17,522
Q16BQCEL,Boris Faz,GTX Plus Basic,Kinnamplus,Won,03-02-17,18-03-17,1001
9924I5ZF,Cecily Lampkin,GTX Plus Pro,Betatech,Won,03-02-17,25-05-17,5728
SLLJT3T1,Darcel Schlecht,GTX Plus Pro,Codehow,Won,03-02-17,19-06-17,4856
AAEUN73V,Darcel Schlecht,GTX Pro,Cancity,Won,03-02-17,26-05-17,5570
32LY2D1K,Darcel Schlecht,MG Advanced,Conecom,Won,03-02-17,26-05-17,3647
S2UWELRW,Donn Cantrell,GTX Basic,Mathtouch,Won,03-02-17,06-11-17,487
5VQRLIEZ,Donn Cantrell,GTX Plus Basic,Donquadtech,Won,03-02-17,06-12-17,1166
6U0CT07B,Jonathan Berthelot,GTX Basic,Scottech,Won,03-02-17,06-06-17,595
DFN1V29L,Kami Bicknell,MG Special,Condax,Won,03-02-17,06-04-17,49
VBZ862OS,Kary Hendrixson,GTX Basic,Xx-holding,Won,03-02-17,19-03-17,599
VFKKSJT2,Kary Hendrixson,GTX Pro,Kan-code,Won,03-02-17,15-05-17,4506
FJMFXCTD,Kary Hendrixson,GTX Pro,Sunnamplex,Won,03-02-17,05-06-17,4512
LGLIB8TR,Lajuana Vencill,GTX Basic,Gogozoom,Lost,03-02-17,05-01-17,0
JREGYB42,Maureen Marcano,GTX Plus Basic,Nam-zim,Won,03-02-17,05-06-17,1102
9PWM6RYC,Rosalina Dieter,GTX Basic,Rantouch,Lost,03-02-17,06-10-17,0
EMUA57Q2,Versie Hillebrand,MG Special,Condax,Won,03-02-17,05-12-17,54
DB3N4CHN,Versie Hillebrand,MG Special,Hottechi,Won,03-02-17,17-03-17,62
OF7GY5F4,Violet Mclelland,MG Special,The New York Inquirer,Won,03-02-17,03-09-17,61
CVFJUYPM,Zane Levy,GTX Pro,Singletechno,Lost,03-02-17,23-05-17,0
L5807I4N,Zane Levy,GTX Pro,Labdrill,Won,03-02-17,16-03-17,4277
Q1ZKBGV5,Anna Snelling,MG Special,Globex Corporation,Won,03-03-17,23-05-17,46
9JKODCAU,Anna Snelling,MG Special,Rundofase,Won,03-03-17,22-06-17,54
LELWKXDX,Boris Faz,GTX Plus Pro,Donquadtech,Won,03-03-17,06-08-17,6173
DA95Q0VE,Cassey Cress,MG Advanced,Ganjaflex,Lost,03-03-17,21-03-17,0
5HMZH1Z9,Daniell Hammack,GTX Pro,Sumace,Lost,03-03-17,06-11-17,0
05QMFSF0,Darcel Schlecht,GTX Pro,Toughzap,Lost,03-03-17,16-05-17,0
JE245P8R,Darcel Schlecht,GTX Plus Basic,Konmatfix,Won,03-03-17,28-05-17,1149
SFQMEZIW,Garret Kinder,GTX Basic,Silis,Lost,03-03-17,05-04-17,0
B8RR21XP,Jonathan Berthelot,GTX Plus Basic,Dontechi,Lost,03-03-17,16-03-17,0
U85VV1BU,Kary Hendrixson,GTX Basic,Goodsilron,Won,03-03-17,22-05-17,568
V6HB68BL,Kary Hendrixson,GTX Basic,J-Texon,Won,03-03-17,30-05-17,567
H9JPB7GW,Lajuana Vencill,GTX Basic,Genco Pura Olive Oil Company,Won,03-03-17,03-09-17,542
8LFNU39A,Marty Freudenburg,GTX Basic,Conecom,Lost,03-03-17,28-05-17,0
SWPTTVQZ,Marty Freudenburg,GTX Plus Basic,Funholding,Won,03-03-17,16-03-17,1062
GKJLM1UR,Maureen Marcano,GTX Plus Basic,Fasehatice,Won,03-03-17,13-03-17,1057
8L1ZHTPL,Moses Frase,GTX Plus Basic,Globex Corporation,Won,03-03-17,06-01-17,1020
4XX690SP,Zane Levy,GTX Basic,Green-Plus,Won,03-03-17,05-11-17,535
JSDGELLK,Anna Snelling,GTX Basic,Codehow,Won,03-04-17,13-06-17,522
LV1754PS,Anna Snelling,GTX Basic,Rangreen,Won,03-04-17,14-05-17,544
JIYYV11P,Anna Snelling,MG Advanced,Genco Pura Olive Oil Company,Won,03-04-17,06-07-17,3081
